Date,equity_curve
2016-10-21,1.1349363608967677
2016-10-24,1.1427895822091503
2016-10-25,1.1438855365906544
2016-10-26,1.1373468322671578
2016-10-27,1.1262794542820236
2016-10-28,1.125586565864977
2016-10-31,1.1307829576321133
2016-11-01,1.1371760934627524
2016-11-02,1.1404281597121286
2016-11-03,1.140372553574778
2016-11-04,1.1413970661964004
2016-11-07,1.1408624101493765
2016-11-08,1.1412708334833366
2016-11-09,1.1359293143613736
2016-11-10,1.133824719330188
2016-11-11,1.1358922212697617
2016-11-14,1.1359375618761558
2016-11-15,1.1311989577437391
2016-11-16,1.1341729255019473
2016-11-17,1.1299842128346653
2016-11-18,1.1209061589294722
2016-11-21,1.105147507037464
2016-11-22,1.1092535707838318
2016-11-23,1.1050099008002188
2016-11-25,1.1069006210708272
2016-11-28,1.1087725375755217
2016-11-29,1.1229685497279358
2016-11-30,1.1112476242217808
2016-12-01,1.1088173251119313
2016-12-02,1.1041117186346423
2016-12-05,1.0957456911016448
2016-12-06,1.0937879152649357
2016-12-07,1.1006849304971542
2016-12-08,1.0981095102501972
2016-12-09,1.0919587098018526
2016-12-12,1.0859715594660428
2016-12-13,1.0854624733044254
2016-12-14,1.083980936868941
2016-12-15,1.092036662564204
2016-12-16,1.0872860068307548
2016-12-19,1.0913699782677053
2016-12-20,1.0994836149508092
2016-12-21,1.0984371534835105
2016-12-22,1.1051688347943807
2016-12-23,1.1065390339341035
2016-12-27,1.0935859775279382
2016-12-28,1.0984776201288466
2016-12-29,1.0993607740824556
2016-12-30,1.0973141749110302
2017-01-03,1.1053545277969046
2017-01-04,1.0967909509917655
2017-01-05,1.0897767007134962
2017-01-06,1.0944320482460763
2017-01-09,1.0948027303004368
2017-01-10,1.0948381670654923
2017-01-11,1.0974002040058095
2017-01-12,1.0937043154656847
2017-01-13,1.0918202990295554
2017-01-17,1.0808215531131744
2017-01-18,1.0843514386776625
2017-01-19,1.0829793271944197
2017-01-20,1.0793181277503154
2017-01-23,1.0766804988304866
2017-01-24,1.0805062348966807
2017-01-25,1.0759489568066984
2017-01-26,1.0797940468961291
2017-01-27,1.0840094875462927
2017-01-30,1.0883139640953061
2017-01-31,1.0838720428249757
2017-02-01,1.076007098583418
2017-02-02,1.0789070252625628
2017-02-03,1.0809877182305525
2017-02-06,1.0799783882857132
2017-02-07,1.0748573501179157
2017-02-08,1.073907187364413
2017-02-09,1.075725382396055
2017-02-10,1.0768170030666993
2017-02-13,1.077223490151299
2017-02-14,1.0795620666269377
2017-02-15,1.0790169988560958
2017-02-16,1.0774754557956767
2017-02-17,1.0801747115472675
2017-02-21,1.0821976259538597
2017-02-22,1.0793960550436683
2017-02-23,1.0802780846876667
2017-02-24,1.0827797066573956
2017-02-27,1.0851321330001962
2017-02-28,1.0818442372207109
2017-03-01,1.0836832038147313
2017-03-02,1.0812066058859213
2017-03-03,1.0803185865402063
2017-03-06,1.079609000612084
2017-03-07,1.0763685315051619
2017-03-08,1.0727183515524867
2017-03-09,1.0697486243738432
2017-03-10,1.068575877365014
2017-03-13,1.0719674305384732
2017-03-14,1.0700297104182186
2017-03-15,1.074142195993488
2017-03-16,1.069993521827331
2017-03-17,1.070174704482348
2017-03-20,1.0721190082191716
2017-03-21,1.0639911992492992
2017-03-22,1.0664155903221881
2017-03-23,1.0678606460559414
2017-03-24,1.070160681004679
2017-03-27,1.067446301232866
2017-03-28,1.074831903328061
2017-03-29,1.078143642295014
2017-03-30,1.0840201486875929
2017-03-31,1.0798030698451833
2017-04-03,1.0770356199114224
2017-04-04,1.0793277013057374
2017-04-05,1.0806786566223847
2017-04-06,1.083502150541585
2017-04-07,1.086063805654315
2017-04-10,1.0841380311548203
2017-04-11,1.085218972331042
2017-04-12,1.08219166704094
2017-04-13,1.0852843449375948
2017-04-17,1.0851020249548773
2017-04-18,1.0753965993735282
2017-04-19,1.0719627783590175
2017-04-20,1.0744649528620362
2017-04-21,1.074847272113842
2017-04-24,1.071904588886502
2017-04-25,1.068008305189032
2017-04-26,1.0689592431786912
2017-04-27,1.0654954921700817
2017-04-28,1.0658641430827263
2017-05-01,1.060923686002627
2017-05-02,1.062332801614466
2017-05-03,1.062176761999216
2017-05-04,1.0611930285991713
2017-05-05,1.0576436457690548
2017-05-08,1.061902877970743
2017-05-09,1.0652662124149461
2017-05-10,1.0647408321747738
2017-05-11,1.0681705889144155
2017-05-12,1.0671592883345549
2017-05-15,1.0664897977000818
2017-05-16,1.0615506340731726
2017-05-17,1.0565034892765894
2017-05-18,1.0579778584202564
2017-05-19,1.051336681518692
2017-05-22,1.0510210406515426
2017-05-23,1.0538219119235923
2017-05-24,1.0516938224044527
2017-05-25,1.0531200846423396
2017-05-26,1.0535560525814205
2017-05-30,1.054108150760296
2017-05-31,1.0528598851355178
2017-06-01,1.0542814879727664
2017-06-02,1.0561359268763293
2017-06-05,1.0544174241513442
2017-06-06,1.0516208771010913
2017-06-07,1.0496158597093284
2017-06-08,1.049027239616324
2017-06-09,1.0507424504025613
2017-06-12,1.0557323491040724
2017-06-13,1.0487859996956514
2017-06-14,1.0545270726661933
2017-06-15,1.051310583262899
2017-06-16,1.045366430725673
2017-06-19,1.050952194534872
2017-06-20,1.055297516553517
2017-06-21,1.0599833994479904
2017-06-22,1.0627199759487769
2017-06-23,1.0654076505403176
2017-06-26,1.0650539265428858
2017-06-27,1.0576634523622097
2017-06-28,1.0520223910897846
2017-06-29,1.0413552617475337
2017-06-30,1.0258896109180626
2017-07-03,1.0162848322048892
2017-07-05,1.0129194145915796
2017-07-06,1.015835876738631
2017-07-07,1.0170302211313167
2017-07-10,1.0157765792841194
2017-07-11,1.0166387816871976
2017-07-12,1.0153972600736587
2017-07-13,1.0190413818550832
2017-07-14,1.019846820615163
2017-07-17,1.0223545689613367
2017-07-18,1.023754042275907
2017-07-19,1.022404092269798
2017-07-20,1.0231177864958252
2017-07-21,1.0219308986365985
2017-07-24,1.0234199024037334
2017-07-25,1.0319108754324195
2017-07-26,1.0323496793556124
2017-07-27,1.0305056234355359
2017-07-28,1.027283274221046
2017-07-31,1.0286715661209533
2017-08-01,1.0303424034028863
2017-08-02,1.0328238435601453
2017-08-03,1.028235417151538
2017-08-04,1.033495488966625
2017-08-07,1.0339896961053698
2017-08-08,1.0301340646043118
2017-08-09,1.0236070426817092
2017-08-10,1.0136686922936207
2017-08-11,1.0139255670435459
2017-08-14,1.0189301809102727
2017-08-15,1.0237466068003307
2017-08-16,1.0225509264422339
2017-08-17,1.0145824390828713
2017-08-18,1.0160671375466166
2017-08-21,1.0160461754178596
2017-08-22,1.0199987890244768
2017-08-23,1.017198644734168
2017-08-24,1.0210730025924295
2017-08-25,1.0206660100877893
2017-08-28,1.0169331418234355
2017-08-29,1.016783090250538
2017-08-30,1.0188592731078823
2017-08-31,1.0181148234687802
2017-09-01,1.0200597543282628
2017-09-05,1.0130157821887416
2017-09-06,1.0165859871414462
2017-09-07,1.0121232276604892
2017-09-08,1.012573182261662
2017-09-11,1.020993638419082
2017-09-12,1.0210522932479962
2017-09-13,1.0224293861053901
2017-09-14,1.0206199530378233
2017-09-15,1.023193117766846
2017-09-18,1.026028877983076
2017-09-19,1.027526115128514
2017-09-20,1.0294708374566472
2017-09-21,1.0339543975393795
2017-09-22,1.03229966471038
2017-09-25,1.026939196698147
2017-09-26,1.0303087206628014
2017-09-27,1.0346143055741215
2017-09-28,1.035531646158837
2017-09-29,1.0380699556920154
2017-10-02,1.0416392447593872
2017-10-03,1.0420287779951807
2017-10-04,1.0436512702633192
2017-10-05,1.0426432909881977
2017-10-06,1.0401633125953136
2017-10-09,1.041946567965916
2017-10-10,1.039402254058712
2017-10-11,1.0389558783954511
2017-10-12,1.0369099934116475
2017-10-13,1.0300486344049204
2017-10-16,1.0352181279197359
2017-10-17,1.0387696444518206
2017-10-18,1.0434992562962726
2017-10-19,1.0382129900148716
2017-10-20,1.045807799855493
2017-10-23,1.0396683082961917
2017-10-24,1.0405424207826703
2017-10-25,1.0416741451355591
2017-10-26,1.044160278285382
2017-10-27,1.0451617388589132
2017-10-30,1.042673212284242
2017-10-31,1.0462806753059024
2017-11-01,1.0433641048582152
2017-11-02,1.0396104219698705
2017-11-03,1.040222954068737
2017-11-06,1.0341110417389825
2017-11-07,1.0321186279742243
2017-11-08,1.0318478355722904
2017-11-09,1.0302754180077751
2017-11-10,1.0297379767842378
2017-11-13,1.0332496829493187
2017-11-14,1.036884221551825
2017-11-15,1.0375458140346752
2017-11-16,1.0439069147407851
2017-11-17,1.0350057899788645
2017-11-20,1.0423099250003491
2017-11-21,1.0438173813219034
2017-11-22,1.0419482659501924
2017-11-24,1.0511455011310977
2017-11-27,1.0472181556308053
2017-11-28,1.0491601078338744
2017-11-29,1.0437656724719637
2017-11-30,1.0536765488892161
2017-12-01,1.0502429663353001
2017-12-04,1.0587072719852275
2017-12-05,1.0582626882132624
2017-12-06,1.0668564508010958
2017-12-07,1.0720641549591865
2017-12-08,1.072550416359294
2017-12-11,1.0773110907573664
2017-12-12,1.0838650431040329
2017-12-13,1.0845260732042858
2017-12-14,1.0823807083368853
2017-12-15,1.0849974180337187
2017-12-18,1.0832706131136292
2017-12-19,1.0812032194723695
2017-12-20,1.0808395779586772
2017-12-21,1.0801440297795233
2017-12-22,1.08173153124176
2017-12-26,1.0787166518719513
2017-12-27,1.0768356646533357
2017-12-28,1.0724203983156613
2017-12-29,1.0727709846824527
2018-01-02,1.064710602133235
2018-01-03,1.0634787779021022
2018-01-04,1.0693941825421973
2018-01-05,1.0746097117688331
2018-01-08,1.0782257876821006
2018-01-09,1.0677603134737377
2018-01-10,1.0660720217018647
2018-01-11,1.0673123095077075
2018-01-12,1.072202078959561
2018-01-16,1.0767003948067
2018-01-17,1.0682437951641295
2018-01-18,1.0686488889264891
2018-01-19,1.069077275219691
2018-01-22,1.0691470796644176
2018-01-23,1.0698638498608857
2018-01-24,1.0571569166934187
2018-01-25,1.0605014638326442
2018-01-26,1.0523343116898214
2018-01-29,1.0465054836893941
2018-01-30,1.0413831311759731
2018-01-31,1.0483949774481112
2018-02-01,1.0470955911607056
2018-02-02,1.0482848366150905
2018-02-05,1.0482198281347144
2018-02-06,1.044283249475399
2018-02-07,1.0377579527807879
2018-02-08,1.0319003559390176
2018-02-09,1.0337913744660192
2018-02-12,1.0286691875354954
2018-02-13,1.0278555639161187
2018-02-14,1.0263992680047438
2018-02-15,1.0261712815870971
2018-02-16,1.0327725933701533
2018-02-20,1.0329138184482838
2018-02-21,1.0305264543538433
2018-02-22,1.026723510623216
2018-02-23,1.031001963289717
2018-02-26,1.0274339041962135
2018-02-27,1.0241505551035333
2018-02-28,1.0160361606263713
2018-03-01,1.0008080362337735
2018-03-02,1.0033967295490465
2018-03-05,1.0001204476780317
2018-03-06,1.0022012887402874
2018-03-07,1.003629855111125
2018-03-08,0.9991988667438264
2018-03-09,1.0021341321534807
2018-03-12,1.0029206867474212
2018-03-13,1.0023348496018691
2018-03-14,1.004308278028006
2018-03-15,1.003584952130333
2018-03-16,1.005053421178886
2018-03-19,1.01053298673755
2018-03-20,1.0075789694783701
2018-03-21,1.0124825483323219
2018-03-22,1.0113341413018755
2018-03-23,1.0117714873640222
2018-03-26,1.0163062652881198
2018-03-27,1.0159031366975133
2018-03-28,1.0132567379139912
2018-03-29,1.0106382541256853
2018-04-02,1.011044319040252
2018-04-03,1.0108378104291862
2018-04-04,1.0118526077024832
2018-04-05,1.008189397418541
2018-04-06,1.009547407951196
2018-04-09,1.011425698154474
2018-04-10,1.0159832666831479
2018-04-11,1.0162217741212143
2018-04-12,1.0149640947794452
2018-04-13,1.0157906084278265
2018-04-16,1.0179533479105016
2018-04-17,1.0159069493438508
2018-04-18,1.017453600159062
2018-04-19,1.0134364498486612
2018-04-20,1.0098702561849617
2018-04-23,1.0062291311189728
2018-04-24,1.005591157944527
2018-04-25,1.001544230476171
2018-04-26,0.9994419839100753
2018-04-27,0.9968912311819463
2018-04-30,0.9944170341367207
2018-05-01,0.9875616438461622
2018-05-02,0.986025091075963
2018-05-03,0.9888485272433988
2018-05-04,0.9898656537830438
2018-05-07,0.9902232191434639
2018-05-08,0.9863295749521174
2018-05-09,0.9881370292672796
2018-05-10,0.9922307301091146
2018-05-11,0.9929443330593303
2018-05-14,0.9920889819849785
2018-05-15,0.9864621326440188
2018-05-16,0.9878236952471672
2018-05-17,0.9865866788364013
2018-05-18,0.9823431308579262
2018-05-21,0.9834420389311797
2018-05-22,0.9818442712313907
2018-05-23,0.9779348109593552
2018-05-24,0.9797128328859825
2018-05-25,0.9725217578680919
2018-05-29,0.9657885099554658
2018-05-30,0.9740378952471679
2018-05-31,0.9729527581876538
2018-06-01,0.9715723859993058
2018-06-04,0.9761131057022392
2018-06-05,0.9783715432909983
2018-06-06,0.9831070417184788
2018-06-07,0.9805038316446516
2018-06-08,0.9819785599450284
2018-06-11,0.9805950442772606
2018-06-12,0.9791690751328016
2018-06-13,0.9817886771816733
2018-06-14,0.9729207441251211
2018-06-15,0.9670206198308349
2018-06-18,0.9666475599356352
2018-06-19,0.9608250995582874
2018-06-20,0.9614256916577234
2018-06-21,0.961517170631394
2018-06-22,0.9660035486186228
2018-06-25,0.9634271258944532
2018-06-26,0.9632383472064154
2018-06-27,0.9577420888587457
2018-06-28,0.9588525919313965
2018-06-29,0.9650908035445012
2018-07-02,0.9611574962875182
2018-07-03,0.9594779821703711
2018-07-05,0.9602095244395208
2018-07-06,0.958410659494957
2018-07-09,0.9617853817450852
2018-07-10,0.9641074773503443
2018-07-11,0.9577862888939463
2018-07-12,0.9588435874276942
2018-07-13,0.9590060619201872
2018-07-16,0.9584020838519443
2018-07-17,0.9550746506839403
2018-07-18,0.9551601180040707
2018-07-19,0.9499407573726354
2018-07-20,0.9550755488185051
2018-07-23,0.9569531736637731
2018-07-24,0.958672308393751
2018-07-25,0.9582630866354201
2018-07-26,0.9557831479581057
2018-07-27,0.9546207028836204
2018-07-30,0.9528729668889144
2018-07-31,0.9509467806164678
2018-08-01,0.9510589568152119
2018-08-02,0.9505320195645982
2018-08-03,0.9486693484443603
2018-08-06,0.9462347578171606
2018-08-07,0.948487076561783
2018-08-08,0.9475538334464872
2018-08-09,0.9501391303901845
2018-08-10,0.9580091594820829
2018-08-13,0.9594594328075383
2018-08-14,0.9543028814211943
2018-08-15,0.9520465470211816
2018-08-16,0.9486969857969738
2018-08-17,0.947832557053398
2018-08-20,0.9517093536676922
2018-08-21,0.9549243957500853
2018-08-22,0.9578875297736673
2018-08-23,0.9598841210367745
2018-08-24,0.9611476743866761
2018-08-27,0.961892328096702
2018-08-28,0.9644625361369059
2018-08-29,0.9659312462813197
2018-08-30,0.9691489254135622
2018-08-31,0.9669903726058654
2018-09-04,0.9646185767304082
2018-09-05,0.9624741023608668
2018-09-06,0.9613668276710696
2018-09-07,0.9644369379087602
2018-09-10,0.9671370850489769
2018-09-11,0.9684076726028376
2018-09-12,0.964067720104237
2018-09-13,0.9619347624712731
2018-09-14,0.9660209753789835
2018-09-17,0.9646589352474688
2018-09-18,0.9627057920549585
2018-09-19,0.961463246740904
2018-09-20,0.9607877922911606
2018-09-21,0.958786770926529
2018-09-24,0.9608292730297183
2018-09-25,0.960521048892353
2018-09-26,0.9596309616250212
2018-09-27,0.9621632157705026
2018-09-28,0.9586431351269735
2018-10-01,0.963028248932035
2018-10-02,0.9576552449276781
2018-10-03,0.9617275578922326
2018-10-04,0.9633399872412783
2018-10-05,0.9612675246701523
2018-10-08,0.9630354097880017
2018-10-09,0.9639354327447267
2018-10-10,0.9663719674246398
2018-10-11,0.9575789477650697
2018-10-12,0.9555900370766514
2018-10-15,0.951454620657995
2018-10-16,0.9512583396426427
2018-10-17,0.9515775905515067
2018-10-18,0.9544452102177375
2018-10-19,0.954524378448173
2018-10-22,0.9546322105527655
2018-10-23,0.9517969423247732
2018-10-24,0.9544177152562194
2018-10-25,0.9549639850282566
2018-10-26,0.9516962270761739
2018-10-29,0.957047745965843
2018-10-30,0.9563677895225378
2018-10-31,0.9606575197915822
2018-11-01,0.9496566768611143
2018-11-02,0.9500889592865838
2018-11-05,0.9523755191420565
2018-11-06,0.9529459045569946
2018-11-07,0.9518684587180958
2018-11-08,0.9512413259477761
2018-11-09,0.9510481471530163
2018-11-12,0.9516662521315293
2018-11-13,0.9505061968090639
2018-11-14,0.9572497317773072
2018-11-15,0.9513076752369849
2018-11-16,0.9538367113039062
2018-11-19,0.9576102991840447
2018-11-20,0.9557364826684983
2018-11-21,0.954499825014148
2018-11-23,0.9533205645186485
2018-11-26,0.9516413099693158
2018-11-27,0.9512054351181186
2018-11-28,0.952154582935315
2018-11-29,0.951497654663493
2018-11-30,0.9509922138890571
2018-12-03,0.9488206017726157
2018-12-04,0.9474808112656226
2018-12-06,0.944439741410936
2018-12-07,0.9451406318502799
2018-12-10,0.9434381219535031
2018-12-11,0.9428352465525454
2018-12-12,0.9435913935809673
2018-12-13,0.9441926021609072
2018-12-14,0.9432839799271436
2018-12-17,0.9414066766136884
2018-12-18,0.9396200604318207
2018-12-19,0.9358972587845472
2018-12-20,0.9357728981283185
2018-12-21,0.937432539163815
2018-12-24,0.9366006912190766
2018-12-26,0.9382760646466298
2018-12-27,0.9378316468115937
2018-12-28,0.9354923586997226
2018-12-31,0.9331355867612042
2019-01-02,0.9329802829257771
2019-01-03,0.9328910197741671
2019-01-04,0.9315756460602932
2019-01-07,0.930329893410094
2019-01-08,0.9304415817613041
2019-01-09,0.9289947433479383
2019-01-10,0.9317984836219586
2019-01-11,0.9317471687053914
2019-01-14,0.9348098266874951
2019-01-15,0.9333801232677016
2019-01-16,0.9319862213743162
2019-01-17,0.9312311737367762
2019-01-18,0.9307518543342076
2019-01-22,0.9301818685857047
2019-01-23,0.927487996077864
2019-01-24,0.9267849203428196
2019-01-25,0.9227159651049243
2019-01-28,0.9234069712002212
2019-01-29,0.9209244046843018
2019-01-30,0.9178221749007601
2019-01-31,0.9130546482773515
2019-02-01,0.9139212325590128
2019-02-04,0.9142428168118407
2019-02-05,0.9165609923209914
2019-02-06,0.9208061299299986
2019-02-07,0.9218239101423283
2019-02-08,0.9230247574290484
2019-02-11,0.9258924295976487
2019-02-12,0.9237669526801041
2019-02-13,0.9253914775747512
2019-02-14,0.9253943347333464
2019-02-15,0.9211829484027123
2019-02-19,0.9136772614386812
2019-02-20,0.911219905779643
2019-02-21,0.9141205649323413
2019-02-22,0.9125544712726513
2019-02-25,0.9082258153969838
2019-02-26,0.9053657499923542
2019-02-27,0.9035754374362455
2019-02-28,0.9024379455690802
2019-03-01,0.9044864997002362
2019-03-04,0.9067176770820141
2019-03-05,0.9076294202245201
2019-03-06,0.910215593195302
2019-03-07,0.918054518358447
2019-03-08,0.9162961888564131
2019-03-11,0.9157127833692447
2019-03-12,0.9143540075478072
2019-03-13,0.9107921580889069
2019-03-14,0.9121512840293067
2019-03-15,0.9100525661404895
2019-03-18,0.9090428470951684
2019-03-19,0.9082943807148256
2019-03-20,0.9075681859811787
2019-03-21,0.910492110065356
2019-03-22,0.9151871644298163
2019-03-25,0.9147257201986907
2019-03-26,0.916062341489521
2019-03-27,0.9186102434000254
2019-03-28,0.9217574657944407
2019-03-29,0.9210864514041401
2019-04-01,0.9185351269699534
2019-04-02,0.9186229752292009
2019-04-03,0.9159315954470774
2019-04-04,0.9157283966426039
2019-04-05,0.9183007468889824
2019-04-08,0.916490768211778
2019-04-09,0.9163823718118072
2019-04-10,0.9172473131176065
2019-04-11,0.9192237577450884
2019-04-12,0.917592022920749
2019-04-15,0.9170291864253272
2019-04-16,0.9189285357356668
2019-04-17,0.919381714976267
2019-04-18,0.9213773239981982
2019-04-22,0.9222544634756109
2019-04-23,0.9261288468375037
2019-04-24,0.9309578398628305
2019-04-25,0.931826001269445
2019-04-26,0.9314099881994646
2019-04-29,0.9307539269540795
2019-04-30,0.9300336811427032
2019-05-01,0.9287322496966438
2019-05-02,0.9265927201189292
2019-05-03,0.9249716325925093
2019-05-06,0.9296094232320464
2019-05-07,0.9292123954473973
2019-05-08,0.9333235015006456
2019-05-09,0.9373940817772201
2019-05-10,0.9394490907509736
2019-05-13,0.9371726645296481
2019-05-14,0.9326848115601043
2019-05-15,0.935886032346683
2019-05-16,0.9323697720559251
2019-05-17,0.9367989782791467
2019-05-20,0.9311388571361646
2019-05-21,0.9307621692927825
2019-05-22,0.9322834803568211
2019-05-23,0.9336222857771556
2019-05-24,0.9256142646288956
2019-05-28,0.9233290646620477
2019-05-29,0.9264487539865717
2019-05-30,0.920002838734423
2019-05-31,0.9230417165607071
2019-06-03,0.9195183811910594
2019-06-04,0.9192322023492694
2019-06-05,0.9252809324977095
2019-06-06,0.9205255954407029
2019-06-07,0.9220087768543522
2019-06-10,0.9216009699545656
2019-06-11,0.9199069788204506
2019-06-12,0.9205868800063184
2019-06-13,0.9199274268892061
2019-06-14,0.9225701248850056
2019-06-17,0.9205326924794511
2019-06-18,0.9256235461185336
2019-06-19,0.9277420584525508
2019-06-20,0.921914519532442
2019-06-21,0.9178174130927645
2019-06-24,0.9159465218600402
2019-06-25,0.9173031254471159
2019-06-26,0.9165115740135773
2019-06-27,0.9188436445602738
2019-06-28,0.9231981052323445
2019-07-01,0.9311024186973502
2019-07-02,0.9349261525976955
2019-07-03,0.9318589863544682
2019-07-05,0.9335104425341476
2019-07-08,0.9336549083538831
2019-07-09,0.9338014017149215
2019-07-10,0.9276585475725141
2019-07-11,0.9236443426725146
2019-07-12,0.9207527818845572
2019-07-15,0.9220711254023162
2019-07-16,0.9243123925149096
2019-07-17,0.9242396697520936
2019-07-18,0.921792319290955
2019-07-19,0.9203489334981417
2019-07-22,0.9224951335243023
2019-07-23,0.9242659819764225
2019-07-24,0.9258169464342458
2019-07-25,0.9276406321032461
2019-07-26,0.9314328604296624
2019-07-29,0.9287968294939419
2019-07-30,0.9307817093333691
2019-07-31,0.9393398739474438
2019-08-01,0.9503032945989917
2019-08-02,0.9490062447371712
2019-08-05,0.9477070610605256
2019-08-06,0.9542901402870836
2019-08-07,0.9562104196156773
2019-08-08,0.9549957545865578
2019-08-09,0.9537704642103157
2019-08-12,0.9616128188107284
2019-08-13,0.9592736449579283
2019-08-14,0.9639639829741249
2019-08-15,0.9679564849793847
2019-08-16,0.9688654886572609
2019-08-19,0.9674780600065835
2019-08-20,0.9686495196602705
2019-08-21,0.9699492487711819
2019-08-22,0.9673669201525497
2019-08-23,0.9699840763423314
2019-08-26,0.9706150130051995
2019-08-27,0.9728592778955768
2019-08-28,0.9744576972998709
2019-08-29,0.975724466072108
2019-08-30,0.9805006974371145
2019-09-03,0.9848211122323888
2019-09-04,0.9782206133671327
2019-09-05,0.9694602883992735
2019-09-06,0.971214901623203
2019-09-09,0.9628620054446365
2019-09-10,0.9555762485361268
2019-09-11,0.9579189583601535
2019-09-12,0.953969403457536
2019-09-13,0.9444887724671484
2019-09-16,0.9444613442342272
2019-09-17,0.9459305231823931
2019-09-18,0.9487644008365143
2019-09-19,0.9501815780332465
2019-09-20,0.9571559249135213
2019-09-23,0.9579238794103586
2019-09-24,0.9585564701173914
2019-09-25,0.960074514358879
2019-09-26,0.9610540838832182
2019-09-27,0.9609657807419824
2019-09-30,0.9617186535200687
2019-10-01,0.9631463450172044
2019-10-02,0.9669669772850189
2019-10-03,0.9675428131393953
2019-10-04,0.9685159988888458
2019-10-07,0.9690024437924482
2019-10-08,0.9697919335563447
2019-10-09,0.9678328311215163
2019-10-10,0.960697850063
2019-10-11,0.9480998390375694
2019-10-14,0.9522010196661098
2019-10-15,0.948166046925695
2019-10-16,0.9465576370228442
2019-10-17,0.9408233581725602
2019-10-18,0.9373257405710129
2019-10-21,0.9361674974962815
2019-10-22,0.9400626942155483
2019-10-23,0.9390954548941515
2019-10-24,0.94343822591513
2019-10-25,0.9427116076733937
2019-10-28,0.9392454137972529
2019-10-29,0.9386953155292472
2019-10-30,0.9388950495359899
2019-10-31,0.9429920803051925
2019-11-01,0.9386772882480012
2019-11-04,0.9365357945498534
2019-11-05,0.9307672422416734
2019-11-06,0.9349164504539266
2019-11-07,0.9315285636753727
2019-11-08,0.932456674885986
2019-11-11,0.9358883244846249
2019-11-12,0.9338319345235132
2019-11-13,0.9361030083706835
2019-11-14,0.9414568830078703
2019-11-15,0.9393085458181979
2019-11-18,0.9421424965809262
2019-11-19,0.9444591973718603
2019-11-20,0.94419310969658
2019-11-21,0.942281075726986
2019-11-22,0.9420703760038731
2019-11-25,0.9417223138915728
2019-11-26,0.9435621429573295
2019-11-27,0.94548919035862
2019-11-29,0.9479609584843939
2019-12-02,0.9423510020488858
2019-12-03,0.9451068958486724
2019-12-04,0.9438662690218407
2019-12-05,0.9433138477199735
2019-12-06,0.9403998895585735
2019-12-09,0.9416710011295216
2019-12-10,0.9393547800257522
2019-12-11,0.9385542175887844
2019-12-12,0.9310266891454453
2019-12-13,0.9368404650458004
2019-12-16,0.9283876455657274
2019-12-17,0.9313696773278655
2019-12-18,0.9333343790924604
2019-12-19,0.9328587045259793
2019-12-20,0.9337104608681186
2019-12-23,0.9351192595845172
2019-12-24,0.9348126558773951
2019-12-26,0.9317425424146225
2019-12-27,0.9280654181137108
2019-12-30,0.9277981633292814
2019-12-31,0.9257964618391379
2020-01-02,0.9306033331897938
2020-01-03,0.937530177886268
2020-01-06,0.9372543819378417
2020-01-07,0.9399214741728816
2020-01-08,0.9403117899650384
2020-01-09,0.9399339818460333
2020-01-10,0.9360775802061818
2020-01-13,0.9356024335522748
2020-01-14,0.9351264230302222
2020-01-15,0.936654883962975
2020-01-16,0.9439938712613032
2020-01-17,0.941354920669445
2020-01-21,0.9441365954743092
2020-01-22,0.9456569307494009
2020-01-23,0.945605503349703
2020-01-24,0.9528644306965061
2020-01-27,0.9595763450888893
2020-01-28,0.9590442814293159
2020-01-29,0.9648065169653781
2020-01-30,0.9694749101541345
2020-01-31,0.971147377517673
2020-02-03,0.973175641914109
2020-02-04,0.966933604972188
2020-02-05,0.9673604835660586
2020-02-06,0.9699226450461983
2020-02-07,0.972789063868668
2020-02-10,0.9784019387543095
2020-02-11,0.9771246666473623
2020-02-12,0.9741329654067793
2020-02-13,0.9777070212250306
2020-02-14,0.9799258407949577
2020-02-18,0.9746698379297248
2020-02-19,0.9750815101639435
2020-02-20,0.9824691712240833
2020-02-21,0.9839351672917099
2020-02-24,0.9941481230751417
2020-02-25,0.9926684583461556
2020-02-26,0.9962753008155895
2020-02-27,0.9973480375701372
2020-02-28,1.0043131621570967
2020-03-02,0.9969793179783303
2020-03-03,0.9977910517836073
2020-03-04,0.9985548441650391
2020-03-05,1.0048695105667265
2020-03-06,1.0103589881842845
2020-03-09,1.001658158839831
2020-03-10,0.9923512082096648
2020-03-11,0.9848589003440903
2020-03-12,0.9895708235264101
2020-03-13,0.9973854854417031
2020-03-16,1.0135426051725214
2020-03-17,1.0191629659919157
2020-03-18,1.012005178173368
2020-03-19,1.0101363330282118
2020-03-20,1.0254260161994726
2020-03-23,1.0360290375963475
2020-03-24,1.0250909012634752
2020-03-25,1.0349453189459308
2020-03-26,1.0365061639338298
2020-03-27,1.0362860441944968
2020-03-30,1.0436476812774582
2020-03-31,1.0403659225812938
2020-04-01,1.0528393868439168
2020-04-02,1.0477000252062898
2020-04-03,1.041015439138016
2020-04-06,1.0345541388208128
2020-04-07,1.0126986435261705
2020-04-08,1.0146283937525205
2020-04-09,1.0199950902733488
2020-04-13,1.0204406541237188
2020-04-14,1.0302038669607503
2020-04-15,1.0500667781496296
2020-04-16,1.0473425203028126
2020-04-17,1.0308275007330048
2020-04-20,1.041610248518386
2020-04-21,1.0665166898736336
2020-04-22,1.057043535301999
2020-04-23,1.0557173234971982
2020-04-24,1.0628701430672327
2020-04-27,1.0682543755957439
